Cod_setor,domi2V050,domi2V051,domi2V052,domi2V053,domi2V054,domi2V055,domi2V056,domi2V057,domi2V058,domi2V059
421480505000051,4,26,29,20,4,3,2,0,0,1
421480505000052,32,62,52,33,14,3,1,2,1,1
421480505000053,17,48,50,48,11,4,1,1,0,0
421480505000054,27,49,39,31,13,4,2,0,1,0
421480505000055,31,45,42,39,13,3,1,1,0,0
421480505000056,24,45,53,53,19,8,3,0,0,0
421480505000057,19,34,40,35,17,8,4,1,1,0
421480505000058,21,57,70,57,20,8,1,0,0,1
421480505000059,0,0,0,0,0,0,0,0,0,0
421480505000060,21,54,90,58,19,10,2,2,0,0
421480505000061,15,50,21,27,9,4,3,0,0,0
421480505000062,25,54,54,39,26,4,2,2,0,0
421480505000063,21,51,40,40,15,7,3,2,0,0
421480505000064,19,56,50,39,8,7,1,0,0,0
421480505000065,24,35,36,39,17,5,0,1,0,1
421480505000066,14,58,63,47,11,3,1,0,0,0
421480505000067,18,49,68,40,26,4,1,0,0,0
421480505000068,21,48,41,23,11,5,0,1,0,0
421480505000069,24,74,60,33,11,5,0,2,0,0
421480505000070,22,61,62,51,25,7,3,0,0,1
421480505000071,20,42,46,34,14,7,0,0,0,0
421480505000072,0,1,3,3,1,2,0,0,0,0
421480505000073,20,52,68,56,28,12,9,4,6,0
421480505000074,18,48,55,33,22,9,5,2,0,0
421480505000075,19,57,47,47,21,7,3,0,0,0
421480505000076,17,26,39,33,17,6,4,0,0,0
421480505000077,20,46,58,44,41,15,7,1,0,1
421480505000078,0,0,0,0,0,0,0,0,0,0
421480505000079,16,41,36,31,16,2,2,1,0,0
421480505000080,9,47,49,35,11,5,1,0,1,0
421480505000081,17,49,54,47,24,5,3,0,0,0
421480505000082,3,4,7,6,4,0,0,0,0,0
421480505000083,29,53,52,39,17,6,4,0,0,1
421480505000084,16,39,59,35,10,3,1,0,1,0
421480505000085,22,85,62,47,19,7,0,0,0,0
421480505000086,16,26,34,27,10,4,1,0,0,1
421480505000087,25,69,72,52,29,9,5,1,1,0
421480505000088,17,48,62,43,14,6,3,1,0,0
421480505000089,12,27,35,28,10,3,0,0,0,1
421480505000090,13,22,36,17,11,5,1,0,0,0
421480505000091,13,37,33,18,10,4,2,0,1,0
421480505000092,12,48,44,40,8,4,2,1,0,0
421480505000093,26,57,73,61,32,9,5,2,1,0
421480505000094,34,41,31,18,6,1,2,0,0,0
421480505000095,33,63,36,18,6,0,0,0,0,0
421480505000096,8,51,53,32,7,0,2,1,0,0
421480505000097,14,53,41,38,13,2,0,0,0,0
421480505000098,15,30,29,32,11,12,1,3,2,1
421480505000099,20,45,47,57,12,4,1,1,0,0
421480505000100,5,30,34,29,17,5,2,1,0,0
421480505000101,28,42,45,38,14,6,1,0,0,0
421480505000102,12,39,64,43,18,8,2,1,0,0
421480505000103,16,47,54,51,23,15,10,5,0,2
421480505000104,12,50,62,40,17,6,3,0,0,1
421480505000105,21,51,59,35,17,5,0,0,0,0
421480505000106,13,42,69,51,21,8,5,0,0,0
421480505000107,23,39,28,32,12,4,1,1,0,0
421480505000108,20,57,46,35,8,7,5,2,0,0
421480505000109,18,28,31,34,26,8,7,0,2,1
421480505000110,9,19,17,17,11,4,3,1,0,0
421480505000111,9,25,37,34,10,1,0,0,0,0
421480505000112,18,36,31,45,11,3,0,0,0,0
421480505000113,0,0,0,0,0,0,0,0,0,0
421480505000114,10,54,65,37,12,6,4,1,0,0
421480505000115,23,44,72,47,21,8,0,0,0,0
421480505000116,0,0,0,0,0,0,0,0,0,0
421480505000117,0,0,0,0,0,0,0,0,0,0
421490405000001,19,56,53,61,17,3,1,0,0,0
421490405000002,10,50,51,58,28,16,3,1,0,0
421490405000003,11,35,40,36,16,12,5,1,0,1
421490405000004,7,32,32,43,20,13,2,1,0,0
421490405000005,6,33,37,38,15,8,2,0,0,0
421490405000006,4,25,33,30,17,10,6,1,0,0
421490405000007,3,10,8,15,3,1,0,0,0,0
421490405000008,7,22,25,31,14,1,0,0,0,0
421490405000009,7,18,21,21,7,2,0,0,0,0
421490405000010,4,19,32,33,9,0,0,0,0,0
421500005000001,45,58,48,36,14,3,0,0,0,1
421500005000002,30,52,32,22,9,2,0,0,0,0
421500005000003,27,54,63,44,22,7,5,0,0,2
421500005000004,14,70,88,57,32,14,2,1,2,3
421500005000005,33,63,87,62,34,10,4,1,1,3
421500005000006,16,40,35,30,7,6,0,1,0,1
421500005000007,12,31,63,39,15,5,0,0,0,1
421500005000008,13,24,31,25,21,3,1,1,1,1
421500005000009,0,0,0,0,0,0,0,0,0,0
421500005000010,16,57,59,37,18,6,2,0,0,0
421500005000011,22,60,62,43,23,10,0,2,0,1
421500005000012,32,65,60,51,14,7,2,1,0,0
421500005000013,30,72,82,57,28,8,0,1,1,0
421500005000014,16,38,40,39,18,9,4,2,0,0
421500005000015,4,21,43,29,14,7,2,1,0,1
421500005000016,17,46,82,60,29,13,4,1,0,1
421500005000017,15,29,44,40,16,5,2,1,0,0
421500005000018,12,45,61,51,20,7,2,3,0,0
421500005000019,23,40,63,55,39,17,8,9,2,0
421500005000020,19,32,67,54,38,8,0,4,1,0
421500005000021,13,40,72,55,26,7,3,2,0,2
421500005000022,18,36,50,32,11,10,1,1,1,0
421500005000023,33,50,59,57,19,8,3,1,1,1
421500005000024,18,42,35,22,8,4,0,0,0,0
421500005000025,21,35,56,50,14,3,2,0,1,0
421500005000026,24,46,39,37,4,2,3,0,0,0
421500005000027,15,46,52,52,26,7,2,2,0,1
421500005000028,7,16,33,25,13,3,1,1,0,0
421500005000029,5,24,47,39,21,7,1,2,1,1
421500005000030,17,29,37,55,21,14,6,3,3,4
421500005000031,11,40,65,46,27,17,9,3,1,0
421500005000032,17,74,65,48,13,7,12,1,1,0
421500005000033,8,11,37,44,14,7,5,3,0,0
421500005000034,8,40,35,43,14,7,3,1,0,2
421500005000035,19,27,42,30,11,3,2,1,0,2
421500005000036,33,43,37,27,11,6,0,0,0,1
421500005000037,18,55,54,52,20,15,3,3,2,1
421500005000038,14,35,37,37,19,6,2,0,1,0
421500005000039,20,40,53,38,14,10,4,2,1,1
421500005000040,8,25,37,37,15,12,4,1,0,1
421500005000041,9,19,28,29,21,14,3,7,3,2
421500005000042,11,30,51,58,29,21,8,3,0,1
421500005000043,8,25,31,25,15,8,2,3,0,0
421500005000044,5,9,10,5,8,3,0,0,0,0
421500005000045,2,1,6,7,3,2,2,0,1,0
421500005000046,1,9,2,6,6,0,0,0,0,0
421500005000047,3,6,8,5,5,1,3,0,1,0
421500005000048,25,43,41,52,16,11,3,1,1,0
421500005000049,5,11,13,20,7,5,3,2,0,0
421500005000051,21,42,59,38,16,7,3,2,0,0
421500005000052,15,42,42,33,18,4,4,1,1,1
421500005000053,0,0,0,0,0,0,0,0,0,0
421500005000054,0,0,0,0,0,0,0,0,0,0
421500005000055,2,14,19,10,5,0,0,1,1,2
421500005000056,0,0,0,0,0,0,0,0,0,0
421500005000057,4,2,5,3,2,1,0,0,0,1
421500005000058,12,16,36,25,9,8,5,1,2,0
421500005000059,1,4,4,3,4,0,2,0,0,0
421500005000060,6,11,19,20,11,4,3,0,0,0
421500005000061,5,48,78,75,44,24,8,2,1,1
421500005000062,2,2,3,0,2,0,0,0,0,0
421500005000063,4,13,19,20,7,5,0,0,1,0
421500005000064,2,14,13,16,5,2,0,0,0,0
421500005000066,7,29,54,25,20,8,5,0,0,1
421500005000067,13,35,37,29,6,6,0,1,0,0
421500005000068,29,46,34,29,13,9,1,0,0,0
421500005000069,14,30,30,32,9,4,2,0,0,0
421500005000070,15,41,58,42,33,9,1,1,2,0
421500005000071,18,28,37,41,22,3,4,1,1,0
421500005000072,8,20,30,35,19,9,3,2,1,1
421500005000073,22,54,63,53,29,8,4,1,0,0
421500005000074,0,0,0,0,0,0,0,0,0,0
421500005000075,0,4,3,1,3,0,0,0,0,0
421500005000076,11,35,44,42,30,6,4,3,1,0
421500005000078,0,0,0,0,0,0,0,0,0,0
421500005000079,0,0,0,0,0,0,0,0,0,0
421500005000080,0,0,0,0,0,0,0,0,0,0
421500005000081,0,0,0,0,0,0,0,0,0,0
421500005000082,14,22,38,15,16,6,4,2,0,0
421500005000083,6,8,10,11,3,1,0,0,0,0
421500030000001,12,36,54,44,18,8,7,0,0,1
421500030000002,14,39,53,40,10,6,5,1,0,0
421500030000003,11,23,30,17,12,4,0,2,0,0
421500030000004,13,26,26,23,12,8,4,2,3,3
421500030000005,14,24,31,26,20,11,7,1,1,0
421500030000006,6,5,12,6,1,1,1,0,0,0
421500030000007,18,14,25,34,12,4,4,0,0,0
421500030000008,4,19,16,14,12,3,2,0,0,0
421505905000001,28,40,55,55,25,5,3,0,2,0
421505905000002,11,24,36,27,11,2,1,1,0,1
421505905000003,3,15,18,17,8,2,0,0,0,0
421505905000004,6,25,44,35,21,3,2,1,0,2
421505905000005,4,14,16,16,3,1,0,0,0,0
421505905000006,15,29,36,40,18,5,2,0,2,0
421507505000001,20,23,48,27,8,2,3,0,0,0
421507505000002,33,71,68,53,11,7,0,0,0,0
421507505000003,0,0,0,0,0,0,0,0,0,0
421507505000004,12,28,45,44,9,3,0,2,0,0
421507505000005,11,33,19,15,4,6,3,1,0,0
421507505000006,9,35,30,20,8,2,1,2,0,0
421507505000007,8,26,31,23,21,7,2,1,0,1
421507505000008,10,16,29,13,12,4,1,2,0,0
421507505000009,7,19,13,18,11,6,0,0,0,0
421507505000010,13,46,31,35,25,3,4,3,1,0
421507505000011,10,35,36,31,24,5,1,0,0,0
421507505000012,8,26,23,24,14,2,4,0,0,0
421507505000013,0,0,0,0,0,0,0,0,0,0
421507505000014,6,19,27,21,22,5,3,0,0,0
421510905000001,6,19,22,10,9,3,0,0,0,0
421510905000002,15,39,32,29,13,6,3,0,0,0
421510905000003,21,42,54,43,11,3,1,1,0,0
421510905000004,11,36,49,43,24,10,6,1,0,1
421510905000005,10,37,46,29,17,10,0,1,1,0
421510905000006,16,41,41,26,6,5,1,0,2,0
421510905000007,28,91,103,75,19,7,1,0,1,0
421510905000008,0,0,0,0,0,0,0,0,0,0
421510905000009,17,60,58,39,11,8,0,0,0,0
421510905000010,25,71,72,50,21,6,4,1,0,0
421510905000011,16,50,51,38,11,6,2,0,0,0
421510905000012,16,54,60,28,15,3,2,0,0,0
421510905000013,0,0,0,0,0,0,0,0,0,0
421510905000014,8,24,19,16,6,3,2,0,0,0
421510905000015,19,54,85,55,20,4,3,1,1,0
421510905000016,13,51,72,41,23,7,3,2,0,0
421510905000017,5,23,30,18,12,2,2,1,0,0
421510905000018,13,68,65,58,26,14,4,1,0,1
421510905000019,28,52,49,26,15,5,0,2,1,0
421510905000020,0,0,0,0,0,0,0,0,0,0
421510905000021,0,0,0,0,0,0,0,0,0,0
421510905000022,14,40,45,26,13,9,3,2,0,0
421520805000001,38,94,79,45,16,3,2,1,0,0
421520805000002,9,26,25,12,5,1,2,0,0,0
421520805000003,31,38,43,29,16,4,0,0,0,0
421520805000004,3,5,6,3,1,1,1,0,0,0
421520805000005,5,11,6,5,2,1,0,1,0,0
421520805000006,12,19,16,6,2,4,1,0,1,0
421520805000007,13,45,36,25,17,5,3,0,1,0
421520805000008,12,25,21,25,15,3,2,0,0,0
421520805000009,17,45,44,26,16,6,2,1,0,0
421520805000010,11,33,36,33,15,5,2,0,0,0
421520805000011,8,54,47,39,14,3,0,0,0,0
421520805000012,6,23,40,36,17,10,1,1,0,1
421520805000013,7,24,33,19,7,6,1,0,0,0
421520805000014,11,43,53,36,14,6,0,1,1,0
421520805000015,7,25,21,11,6,5,2,0,0,0
421530705000001,5,10,11,14,2,1,0,0,0,0
421530705000002,0,0,0,0,0,0,0,0,0,0
421530705000003,13,56,48,32,13,4,3,2,0,0
421530705000004,18,40,54,37,20,5,1,0,0,0
421530705000005,10,29,38,30,10,2,3,1,0,0
421530705000006,11,58,36,45,18,3,1,0,0,0
421530705000007,6,15,17,20,10,6,4,0,1,0
421530705000008,9,25,36,30,21,2,1,1,0,0
421530705000009,16,58,43,31,7,9,2,0,0,0
421530705000010,9,28,25,21,12,3,1,0,0,1
421530705000011,3,23,40,34,16,14,4,2,0,0
421530705000012,8,40,39,38,33,8,5,0,1,1
421530705000013,3,11,10,12,4,1,0,0,0,0
421530705000014,2,9,17,11,5,5,0,1,0,1
421530705000015,8,25,18,22,14,3,2,1,0,0
421530705000016,2,12,8,4,0,1,0,0,0,1
421530705000017,0,0,0,0,0,0,0,0,0,0
421530705000018,9,33,21,23,7,0,0,0,0,0
421530705000019,5,12,23,15,5,2,1,0,0,0
421530705000020,0,8,6,4,0,1,0,0,0,0
421530705000021,15,31,32,26,8,0,1,0,0,0
421530705000022,7,23,12,18,7,1,0,0,0,0
421530705000023,13,7,10,5,2,1,0,0,0,0
421530705000024,0,0,0,0,0,0,0,0,0,0
421530705000025,3,7,6,3,4,0,0,0,0,0
421530705000030,0,0,0,0,0,0,0,0,0,0
421530705000031,0,0,0,0,0,0,0,0,0,0
421530705000033,0,0,0,0,0,0,0,0,0,0
421535605000001,19,40,59,34,14,7,2,0,0,0
421535605000003,15,42,41,48,20,13,7,4,2,0
421535605000004,7,34,42,31,18,10,2,1,2,0
421535605000005,16,38,50,34,31,9,4,3,1,0
421535605000006,8,22,20,17,11,15,3,1,1,0
421535605000007,7,33,41,35,9,8,1,3,0,0
421535605000008,4,14,12,12,5,2,0,1,0,0
421535605000009,23,45,43,26,24,9,1,1,1,1
421540605000001,25,75,57,35,23,13,2,0,0,0
421540605000002,23,51,61,36,19,7,1,0,0,0
421540605000003,23,80,82,69,38,6,3,3,2,1
421540605000004,0,0,0,0,0,0,0,0,0,0
421540605000005,14,32,38,31,15,8,4,0,0,0
421540605000006,2,30,32,29,19,10,0,0,0,0
421540605000007,8,15,25,12,5,0,0,0,0,0
421540605000008,1,5,2,2,0,0,0,0,0,0
421540605000009,0,0,0,0,0,0,0,0,0,0
421540605000010,0,0,0,0,0,0,0,0,0,0
421540605000011,15,23,23,23,13,4,3,1,2,0
421540605000012,0,0,0,0,0,0,0,0,0,0
421545505000001,8,21,33,29,13,6,1,1,0,0
421545505000002,13,30,48,33,13,1,1,0,0,0
421545505000003,2,9,14,9,9,3,1,1,1,0
421545505000004,3,2,3,6,4,1,0,0,0,0
421545505000005,7,10,19,17,13,2,3,0,0,0
421545505000006,13,24,33,37,20,4,2,0,0,1
421545505000007,13,26,34,31,15,3,3,0,0,1
421545505000008,7,29,37,54,24,8,8,4,0,0
421545505000009,17,41,42,38,16,6,1,1,0,0
421545505000010,11,41,45,38,16,0,1,0,1,0
421545505000011,14,36,46,46,14,5,1,2,0,0
421545505000012,9,33,54,41,18,4,4,2,0,0
421545515000001,23,48,80,71,32,6,5,0,0,1
421545515000002,13,35,53,42,21,6,5,1,2,0
421545515000003,13,41,64,55,34,9,6,1,2,0
421545515000004,13,35,46,37,17,11,3,2,0,0
421545515000005,21,37,37,39,22,4,3,1,1,1
421545515000006,12,23,50,42,23,10,6,3,0,1
421545515000007,10,19,49,47,24,12,6,2,0,1
421545515000008,21,46,64,39,19,10,3,1,0,1
421545515000009,0,9,10,13,3,4,0,0,0,0
421550505000001,25,65,69,50,33,11,5,2,0,0
421550505000002,10,33,55,36,16,6,3,0,1,1
421550505000003,31,66,81,63,23,3,4,1,0,0
421550505000004,19,49,67,63,21,12,3,1,0,0
421550505000005,37,81,89,73,29,3,4,0,0,1
421550505000006,9,33,32,36,7,11,5,0,1,0
421550505000007,16,34,50,51,37,9,9,2,2,1
421550505000008,33,58,80,81,54,28,11,2,1,6
421550505000009,13,33,60,50,31,11,7,3,0,0
421550505000010,17,35,38,49,27,10,4,1,1,2
421550505000011,14,50,65,57,21,3,1,1,1,0
421550505000012,25,53,54,48,17,10,2,1,0,0
421550505000013,16,25,53,39,16,8,4,1,0,0
421550505000014,13,29,47,39,31,15,2,5,1,0
421550505000015,32,77,69,62,35,11,4,2,0,0
421550505000016,21,29,23,17,5,0,2,2,0,0
421550505000017,2,30,21,23,9,11,3,1,0,0
421550505000018,6,13,17,10,8,4,1,1,1,0
421550505000019,9,15,16,6,6,2,1,1,0,0
421550505000020,2,10,12,10,6,0,0,1,0,0
421550505000021,4,13,31,20,15,1,1,1,1,0
421550505000022,9,5,2,4,3,3,1,0,0,0
421550505000023,7,12,27,24,7,9,2,1,0,1
421550505000024,4,17,24,12,13,0,0,1,0,0
421550505000025,24,41,53,46,30,18,6,2,1,2
421550505000026,39,53,70,83,50,25,10,4,3,2
421550505000027,6,13,19,11,8,3,1,1,0,0
421555405000001,24,81,76,62,21,14,3,0,0,1
421555405000002,9,32,33,30,24,8,1,1,0,0
421555405000003,7,17,18,21,9,6,2,0,0,0
421555405000004,6,26,49,44,19,8,2,0,1,0
421555405000005,5,19,23,13,4,1,2,0,0,0
421560405000001,6,14,18,21,6,1,0,0,0,0
421560405000002,13,40,52,45,23,9,3,0,0,0
421560405000003,11,28,49,35,18,14,3,2,0,0
421560405000004,4,18,15,26,16,8,6,0,0,0
421560405000005,7,26,29,21,10,2,1,0,0,1
421565305000001,42,89,100,79,20,5,1,0,0,0
421565305000002,24,69,70,49,28,11,2,0,1,1
421565305000003,27,87,90,79,21,4,1,0,0,0
421565305000004,22,57,58,34,11,3,2,1,0,0
421565305000005,18,47,40,44,12,2,1,1,0,0
421565305000006,9,17,15,13,5,2,0,2,0,0
421565305000007,21,45,62,38,16,8,2,0,0,0
421565305000008,4,19,19,16,3,1,1,1,0,0
421565305000009,22,47,65,43,12,2,0,0,0,0
421565305000010,18,39,62,51,17,6,0,0,0,0
421565305000011,32,39,40,30,15,6,1,0,0,0
421565305000012,26,65,56,40,21,7,1,2,0,1
421565305000013,31,45,60,40,13,5,1,0,0,0
421565305000014,11,35,31,26,25,4,0,1,0,0
421567905000001,31,87,80,68,44,6,2,4,2,2
421567905000002,13,41,41,40,13,3,0,1,0,0
421567905000003,22,41,80,66,42,23,7,4,1,1
421567905000004,17,41,64,44,33,4,6,3,1,0
421567905000005,16,47,46,46,32,9,8,0,0,1
421567905000006,19,26,48,50,33,12,6,3,1,1
421567915000001,5,13,14,14,6,2,1,0,0,0
421567915000002,24,36,65,43,30,22,6,4,3,3
421567915000003,26,39,48,51,32,18,8,3,2,1
421567925000001,3,17,20,20,6,5,1,1,0,1
421567925000002,27,55,78,62,30,23,9,4,2,1
421567925000003,25,45,61,58,23,12,6,2,2,1
421568705000001,26,56,43,45,13,2,2,0,0,0
421568705000002,5,11,21,12,12,5,2,1,0,0
421568705000003,10,33,20,26,17,9,2,1,0,0
421568705000004,9,41,29,28,20,6,2,1,1,0
421568705000005,15,22,21,18,17,14,0,0,0,1
421568705000006,4,16,29,15,9,1,2,1,0,0
421568705000007,12,38,50,27,19,12,6,7,1,0
421569505000001,18,37,58,44,15,11,2,0,0,0
421569505000002,1,2,6,6,0,1,0,0,0,0
421569505000003,2,35,35,35,8,7,1,1,0,0
421569505000004,1,23,21,30,19,9,2,1,0,0
421570305000001,18,35,45,69,10,5,4,0,0,0
421570305000002,34,72,57,42,14,1,0,0,0,0
421570305000003,22,40,50,50,29,9,1,0,0,1
421570305000004,13,33,45,51,26,5,2,0,0,0
421570305000005,7,28,37,38,9,0,1,0,0,0
421570305000006,22,67,80,82,22,7,1,0,0,0
421570305000007,8,25,55,41,24,9,4,0,0,0
421570305000008,17,44,41,56,19,4,3,0,0,0
421570305000009,66,75,90,86,48,13,7,1,0,0
421570305000010,45,90,89,51,33,13,4,0,0,0
421570305000011,29,47,60,63,21,2,4,0,1,0
421570305000012,13,32,56,46,29,12,1,1,1,0
421570305000013,15,51,66,64,28,8,0,1,2,0
421570305000014,17,50,52,45,20,5,3,0,0,0
421570305000015,28,53,56,64,27,11,7,0,0,0
421570305000016,9,27,40,19,17,3,0,2,0,0
421570305000017,24,57,67,61,28,6,0,1,0,0
421570305000018,29,57,59,52,26,13,3,0,0,0
421570305000019,17,47,52,40,23,9,2,2,1,0
421570305000020,18,57,67,52,16,6,2,1,0,0
421570305000021,21,66,73,61,34,12,4,1,0,0
421570305000022,5,12,14,14,5,1,0,0,0,0
421570305000023,11,31,42,38,12,5,0,3,1,0
421570305000024,19,51,35,45,14,8,4,1,0,0
421570305000025,22,64,91,69,30,14,4,1,1,0
421570305000026,4,8,18,8,3,4,1,0,0,0
421570305000027,17,65,73,69,25,11,2,1,0,0
421570305000028,33,66,74,52,27,10,5,1,0,0
421570305000029,17,49,41,64,20,7,4,1,1,0
421570305000030,8,32,22,12,10,1,3,0,0,0
421575205000001,22,57,53,44,17,7,5,1,0,0
421575205000002,1,5,4,4,4,0,0,0,0,0
421575205000003,8,23,31,28,12,8,5,0,0,0
421575205000004,8,21,22,35,21,3,8,0,0,1
421575205000005,5,8,18,19,7,1,2,0,0,0
421575205000006,5,33,34,32,13,9,1,2,0,1
421575205000007,8,35,41,23,13,6,5,1,0,0
421575205000008,0,0,0,0,0,0,0,0,0,0
421575205000009,0,0,0,0,0,0,0,0,0,0
421575205000010,0,0,0,0,0,0,0,0,0,0
421580205000001,50,65,44,29,6,2,1,0,0,0
421580205000002,71,80,70,41,8,2,1,0,0,0
421580205000003,40,86,70,50,18,4,0,1,0,0
421580205000004,48,86,63,59,13,2,1,0,0,0
421580205000005,39,63,55,50,17,2,3,0,0,0
421580205000006,27,42,41,23,9,5,1,0,0,0
421580205000007,36,91,53,44,8,4,0,0,0,0
421580205000008,15,39,30,30,6,2,0,0,0,0
421580205000009,38,94,78,64,19,6,2,2,0,0
421580205000010,15,47,52,30,14,1,0,1,0,0
421580205000011,28,58,76,64,29,1,1,1,0,0
421580205000012,19,56,78,40,14,2,0,0,0,0
421580205000013,21,82,84,66,18,5,1,0,0,0
421580205000014,29,72,75,67,14,6,1,0,0,0
421580205000015,18,41,59,36,24,6,2,0,0,2
421580205000016,16,30,53,33,16,1,0,2,0,0
421580205000017,13,26,43,37,18,13,4,1,0,1
421580205000018,20,28,52,31,19,4,1,1,0,1
421580205000019,25,48,56,37,22,14,1,1,1,1
421580205000020,13,36,34,24,7,2,1,0,0,0
421580205000021,34,67,76,54,21,3,2,0,0,0
421580205000022,23,50,82,38,7,5,0,0,0,0
421580205000023,16,29,55,41,11,1,0,0,0,0
421580205000024,42,59,58,46,16,3,0,0,0,0
421580205000025,34,96,97,52,18,3,2,0,0,0
421580205000026,0,0,0,0,0,0,0,0,0,0
421580205000027,18,40,61,27,13,1,0,0,0,0
421580205000028,20,49,59,51,19,8,3,0,0,0
421580205000029,33,57,67,55,32,6,1,1,0,0
421580205000030,30,43,62,65,20,15,7,1,1,0
421580205000031,17,45,77,65,24,6,4,0,0,0
421580205000032,17,42,45,30,3,5,1,1,0,0
421580205000033,23,61,68,65,27,5,1,1,0,0
421580205000034,34,56,73,54,26,10,2,3,1,0
421580205000035,26,58,54,34,22,3,0,1,0,0
421580205000036,0,0,0,0,0,0,0,0,0,0
421580205000037,24,45,47,26,15,8,4,1,0,0
421580205000038,10,41,59,36,9,2,0,0,0,0
421580205000039,37,62,117,74,33,12,1,1,0,1
421580205000040,17,37,58,47,20,6,3,1,0,1
421580205000041,25,45,69,54,24,13,3,3,0,0
421580205000042,16,43,67,44,18,1,6,1,1,0
421580205000043,32,76,102,70,18,10,1,0,0,0
421580205000044,23,73,80,63,36,10,2,0,0,1
421580205000045,14,33,40,36,9,10,1,0,0,0
421580205000046,25,53,91,55,37,15,2,2,1,0
421580205000047,18,40,64,45,17,8,1,0,0,1
421580205000048,18,53,60,60,20,8,1,1,0,0
421580205000049,21,92,112,76,39,15,2,2,0,0
421580205000050,7,20,34,33,8,5,1,5,1,0
421580205000051,5,9,20,13,7,4,0,0,0,0
421580205000052,13,28,47,43,18,6,1,1,0,0
421580205000053,40,87,98,65,21,9,1,0,0,1
421580205000054,10,24,28,18,13,3,2,1,0,0
421580205000055,19,58,88,51,24,6,3,1,0,0
421580205000056,28,50,59,43,17,8,3,1,0,0
421580205000057,33,71,81,78,36,16,2,1,0,0
421580205000058,1,7,8,3,3,1,0,0,0,0
421580205000059,20,68,84,51,13,2,0,0,0,0
421580205000060,28,69,81,61,21,8,2,0,0,0
421580205000061,12,48,36,32,9,4,0,0,0,0
421580205000062,18,30,53,38,23,19,1,0,1,0
421580205000063,18,44,48,41,19,10,1,2,1,0
421580205000064,27,56,84,65,39,6,5,4,1,0
421580205000065,25,51,62,45,33,7,3,1,0,0
421580205000066,9,46,59,48,16,8,4,2,0,0
421580205000067,19,54,73,65,39,13,1,4,2,0
421580205000068,15,54,61,34,16,10,3,0,0,0
421580205000069,27,27,51,32,18,8,3,0,0,0
421580205000070,0,0,0,0,0,0,0,0,0,0
421580205000071,23,43,96,58,28,8,4,0,1,0
421580205000072,11,48,50,44,25,8,2,6,1,1
421580205000073,21,35,47,48,22,19,5,2,0,1
421580205000074,17,42,44,40,24,6,4,1,0,0
421580205000075,13,47,69,47,17,7,1,0,0,0
421580205000076,20,55,85,59,25,11,5,2,0,0
421580205000077,22,57,64,65,27,10,0,0,0,0
421580205000078,30,63,82,57,23,16,7,0,0,1
421580205000079,20,47,60,41,21,5,4,0,0,0
421580205000080,20,47,61,57,17,11,3,3,1,0
421580205000081,5,14,13,16,12,4,3,0,0,2
421580205000082,26,63,56,58,24,18,1,1,0,0
421580205000083,6,14,11,19,13,7,1,0,1,1
421580205000084,18,48,78,58,30,6,9,0,0,3
421580205000085,20,56,78,60,27,12,6,1,0,1
421580205000086,30,70,66,45,34,11,1,1,0,2
421580205000087,30,39,80,55,28,8,6,1,0,1
421580205000088,13,30,29,32,9,3,0,0,0,0
421580205000089,21,63,85,61,16,4,2,1,0,0
421580205000090,17,60,53,35,17,6,4,0,0,1
421580205000091,30,60,69,57,25,10,2,2,0,2
421580205000092,0,0,0,0,0,0,0,0,0,0
421580205000093,2,2,11,5,2,1,1,0,0,0
421580205000094,11,30,38,25,18,4,1,2,0,0
421580205000095,10,12,12,9,1,3,2,0,0,0
421580205000096,15,36,42,28,16,10,0,0,0,1
421580205000097,17,11,14,7,5,3,2,0,0,0
421580205000098,3,6,1,4,2,0,0,0,0,0
421580205000099,10,17,11,9,7,0,0,0,0,0
421580205000100,11,24,28,17,10,3,2,0,3,0
421580205000101,3,3,1,1,1,0,0,0,0,0
421580205000102,3,7,4,5,4,1,0,0,0,0
421580205000103,14,29,52,37,17,11,0,1,0,1
421580205000104,11,18,25,18,13,5,0,0,0,0
421580205000105,9,19,30,30,6,5,0,2,0,0
421580205000106,9,15,10,8,5,1,0,1,0,0
421580205000107,9,25,35,25,19,7,2,1,1,1
421580205000108,22,51,43,33,5,1,0,0,0,0
421580205000109,17,37,37,25,14,9,4,1,0,0
421580205000110,17,38,58,59,21,8,2,3,0,0
421580205000111,29,40,47,22,5,2,1,2,0,0
421580205000112,9,28,36,11,7,0,0,1,0,0
421580205000113,22,41,45,38,11,6,1,1,0,0
421580205000114,14,28,46,46,7,2,0,0,0,0
421580205000115,5,8,16,10,8,6,1,0,0,1
421580205000116,21,35,34,39,19,8,2,2,0,0
421580205000117,12,35,69,61,15,9,4,2,1,1
421580205000118,24,63,73,69,11,7,6,1,1,0
421580205000119,19,35,48,44,9,5,2,1,0,0
421580205000120,14,10,22,8,11,1,1,0,0,0
421580205000121,17,32,42,47,14,10,1,0,0,1
421580205000122,14,39,46,30,24,15,4,0,1,1
421580205000123,11,28,31,42,15,5,1,0,1,0
421580205000124,14,44,59,46,31,5,2,0,0,0
421580205000125,11,58,78,53,22,8,2,3,0,0
421580205000126,21,38,58,36,14,1,1,0,0,0
421580205000127,22,56,93,71,31,8,3,2,0,0
421580205000128,17,33,69,50,14,5,3,1,0,0
421580205000129,12,40,43,46,22,5,3,0,2,0
421580205000130,8,26,48,38,13,0,0,0,0,0
